Bigram,Count
in-weeks,40
in-weight,40
in-well,40
in-when,25
in-where,40
in-which,16
in-white,2
in-width,40
in-with,2
in-without,2
in-working,40
in-worse,40
in-would,40
in-years,17
in-yet,2
in-you,15
in-your,3
inability-to,40
inaccuracy-of,40
inaccurate-and,40
inaccurate-as,40
inaccurate-info,40
inadequate-directs,40
inadequate-manual,40
inadequate-to,40
inadequate-vent,40
inadvertently-discovered,40
inall-aspects,40
inappropriate-materials,40
inappropriate-times,40
inbetween-the,40
incandescent-bulbs,40
incandescent-light,40
incandescent-that,40
incapable-or,40
incentive-was,40
incessant-beeping,40
inch-above,40
inch-and,40
inch-away,40
inch-baking,40
inch-border,40
inch-but,40
inch-by,40
inch-clearance,40
inch-deep,2
inch-diameter,40
inch-dinner,40
inch-each,40
inch-gap,40
inch-high,40
inch-hole,40
inch-less,40
inch-narrower,40
inch-offset,40
inch-on,40
inch-oven,40
inch-plate,7
inch-plates,12
inch-smaller,40
inch-square,40
inch-stretch,40
inch-tall,40
inch-thick,40
inch-too,40
inch-unremoveable,40
inch-wide,2
inch-wider,40
inches-above,40
inches-across,40
inches-and,40
inches-as,2
inches-behind,40
inches-below,40
inches-but,2
inches-clearance,40
inches-deep,23
inches-diameter,40
inches-does,40
inches-for,40
inches-from,40
inches-high,2
inches-longer,40
inches-of,30
inches-on,40
inches-one,40
inches-or,40
inches-shorter,40
inches-smaller,40
inches-tall,40
inches-the,40
inches-wide,19
inches-wider,40
incident-happened,40
incident-occurred,40
incinerates-the,40
inclined-to,40
include-a,15
include-accurate,40
include-an,40
include-any,40
include-detailed,40
include-in,40
include-info,40
include-one,40
include-power,40
include-the,2
include-these,40
include-this,40
include-those,40
included-a,40
included-and,40
included-bonuses,40
included-delivery,40
included-extras,40
included-handbook,40
included-in,12
included-instructions,40
included-is,15
included-manual,40
included-pictures,40
included-show,40
included-so,40
included-that,40
included-the,19
included-tray,40
included-with,40
includes-a,40
includes-an,40
includes-removing,40
includes-the,40
includes-this,40
including-a,28
including-installation,40
including-live,40
including-one,40
including-phthalates,40
including-suggestions,40
including-the,2
including-this,40
including-timers,40
including-when,40
income-and,40
income-so,40
incompetence-rears,40
inconsistent-and,40
inconsistent-in,40
inconsistent-on,40
inconsistently-work,40
inconspicuously-reposed,40
inconvenience-because,40
inconvenience-for,40
inconvenience-is,40
inconvenience-of,2
inconvenience-other,40
inconvenient-for,40
inconvenient-in,40
inconvenient-return,40
inconvenient-to,40
incorporating-quiet,40
incorporating-the,40
incorrect-in,40
incorrect-info,40
incorrect-time,40
incorrectly-printed,40
increase-cook,40
increase-furthe,40
increase-our,40
increase-profits,40
increase-the,40
increase-to,40
increase-your,40
increased-as,40
increased-in,40
increased-power,40
increased-to,40
increased-wattage,40
increasing-amount,40
increasing-electrical,40
increasing-prices,40
increasingly-disappointing,40
increasingly-loud,40
incredible-microwave,40
incredibly-bad,40
incredibly-dangerous,40
incredibly-disappointed,40
incredibly-easy,40
incredibly-fast,40
incredibly-good,40
incredibly-hot,40
incredibly-inexpensive,40
incredibly-loud,40
incredibly-noisy,40
incredibly-poor,40
incredibly-powerful,40
incredibly-quiet,40
incredibly-well,40
increment-button,40
increments-its,40
increments-my,40
increments-of,40
increments-with,40
indeed-fit,40
indeed-since,40
indeed-still,40
indent-enough,40
indent-in,40
indented-area,40
indents-but,40
indents-to,40
independent-living,40
independent-retail,40
independent-review,40
independent-thought,40
index-card,40
indicate-it,40
indicate-the,40
indicate-this,40
indicate-to,40
indicated-and,40
indicated-that,40
indicated-withoutoriginal,40
indicates-a,40
indicates-that,2
indicates-when,40
indicating-a,40
indicating-fire,40
indicating-it,40
indication-after,40
indication-of,40
indicative-of,40
indicator-lights,40
indicator-of,40
indicator-to,40
indispensable-appliance,40
indispensable-part,40
individual-appliances,40
individual-button,40
individual-portions,40
individuals-or,40
individuals-would,40
inducing-surfaces,40
induction-coil,40
induction-cooking,40
induction-range,40
induction-thing,40
induction-type,40
industrial-machinery,40
inedible-after,40
inedible-on,40
ineffective-idiot,40
inefficient-my,40
inevitably-require,40
inexpensive-and,2
inexpensive-apartment,40
inexpensive-at,40
inexpensive-but,40
inexpensive-for,40
inexpensive-microwave,15
inexpensive-models,2
inexpensive-oven,40
inexpensive-plastic,40
inexpensive-replacement,40
inexpensive-replacements,40
inexpensive-unit,40
inexperience-with,40
infamous-air,40
inferno-heat,40
inflated-popcorn,40
inflation-but,40
info-about,40
info-and,40
info-but,2
info-can,40
info-card,40
info-either,40
info-for,40
info-needed,40
info-of,40
info-on,12
info-online,40
info-or,40
info-out,40
info-regarding,40
info-than,40
info-to,40
inform-me,40
inform-you,2
information-about,10
information-and,40
information-available,40
information-can,40
information-correctly,40
information-displayed,40
information-it,40
information-on,15
information-online,40
information-plus,40
information-required,40
information-secret,40
information-should,40
information-so,40
information-that,40
information-they,40
information-to,40
information-wastes,40
information-you,40
informed-choice,40
informed-consumer,40
informed-decision,40
informed-it,40
informed-me,40
informed-that,40
informed-them,40
informed-via,40
informing-me,40
infrequent-use,40
infrequently-at,40
infuriatingly-at,40
ingrained-in,40
inherent-flaws,40
inherent-in,40
inhibit-function,40
initial-customer,40
initial-device,40
initial-exchange,40
initial-exterminator,40
initial-finished,40
initial-install,40
initial-microwave,40
initial-problems,40
initial-review,40
initial-screen,40
initial-setup,40
initial-test,40
initial-usage,40
initially-after,40
initially-because,40
initially-came,40
initially-disappointed,40
initially-excited,40
initially-got,40
initially-ignored,40
initially-offered,40
initially-purchased,40
initially-read,40
initially-seeming,40
initially-thrilled,40
initially-worked,40
initials-of,40
initiate-quiet,40
injure-a,40
injured-a,40
injuries-to,40
inner-and,40
inner-box,40
inner-corner,40
inner-part,40
inner-plate,40
inner-right,40
inner-top,40
inner-wall,40
input-a,2
input-and,40
input-into,40
input-is,40
input-manually,40
input-otherwise,40
input-power,2
input-starts,40
input-the,40
input-time,2
inputting-cook,40
inputting-the,40
inquiries-or,40
inquiry-we,40
insanely-expensive,40
insanely-loud,40
insecticide-was,40
insert-a,40
insert-and,40
insert-plate,40
insert-with,40
inserted-into,40
inserting-each,40
inserting-or,40
inserts-like,40
inserts-that,40
inside-a,12
inside-after,28
inside-along,40
inside-also,40
inside-an,40
inside-and,5
inside-area,40
inside-as,19
inside-at,15
inside-back,40
inside-because,2
inside-become,40
inside-before,2
inside-began,2
inside-begins,40
inside-bottom,40
inside-broke,40
inside-broken,40
inside-but,2
inside-by,40
inside-caught,40
inside-ceiling,40
inside-color,40
inside-comes,2
inside-completely,40
inside-considering,40
inside-corners,40
inside-could,40
inside-cracked,40
inside-describes,40
inside-dimension,40
inside-dimensions,15
inside-disassemble,40
inside-doing,40
inside-door,40
inside-edge,40
inside-edges,40
inside-enamel,40
inside-especially,40
inside-every,40
inside-flickers,40
inside-for,9
inside-fridge,40
inside-from,40
inside-gets,40
inside-glass,40
inside-had,40
inside-has,10
inside-hook,40
inside-how,40
inside-i,1
inside-if,2
inside-in,40
inside-instead,40
inside-is,21
inside-it,3
inside-jerking,40
inside-label,40
inside-light,15
inside-like,40
inside-looked,40
inside-microwave,40
inside-much,40
inside-multiple,40
inside-my,2
inside-near,40
inside-no,15
inside-now,2
inside-occasionally,40
inside-of,8
inside-on,2
inside-once,40
inside-or,19
inside-ours,40
inside-out,40
inside-overheating,40
inside-paint,2
inside-panel,40
inside-peels,40
inside-piece,40
inside-platform,40
inside-prior,40
inside-quickly,40
inside-really,40
inside-right,40
inside-room,40
inside-rotates,40
inside-rusted,40
inside-size,40
inside-so,31
inside-space,2
inside-stable,40
inside-started,10
inside-starts,40
inside-stays,2
inside-still,40
inside-stopped,40
inside-such,40
inside-table,40
inside-than,40
inside-that,7
inside-the,9
inside-their,40
inside-this,2
inside-though,40
inside-to,15
inside-top,40
inside-track,40
inside-tray,40
inside-turns,40
inside-unit,40
inside-unless,40
inside-until,40
inside-vent,40
inside-very,12
inside-volume,40
inside-wall,40
inside-was,2
inside-went,40
inside-when,21
inside-which,40
inside-while,12
inside-will,23
inside-window,40
inside-with,15
inside-within,40
inside-without,2
inside-wobbles,40
inside-worked,40
inside-would,40
insides-feel,40
insists-that,40
inspect-it,40
inspect-product,40
inspected-and,40
inspected-it,40
inspected-the,40
inspecting-the,40
inspecting-whatever,40
inspection-for,40
inspection-just,40
inspire-any,40
install-a,40
install-as,40
install-into,40
install-it,40
install-the,2
install-went,40
install-yourself,40
installation-notes,40
installation-of,40
installation-were,40
installed-a,40
installed-and,40
installed-correctly,40
installed-in,16
installed-it,19
installed-microwave,40
installed-over,40
installing-and,40
installing-it,40
installing-the,40
installing-this,40
installment-overall,40
installs-the,40
instance-for,40
instance-if,2
instance-when,40
instant-and,40
instant-cappuccino,40
instant-cook,40
instant-minute,40
instant-minutes,40
instant-noodles,40
instant-pot,40
instant-rice,40
instant-time,40
instantaneously-happy,40
instantly-and,40
instantly-for,40
instantly-looks,40
instantly-starts,40
instead-floats,40
instead-give,40
instead-it,40
instead-of,14
instead-pulse,40
instead-they,40
instead-to,40
instill-confidence,40
instinct-told,40
instrucciones-de,40
instructed-and,40
instructed-me,40
instructed-time,40
instructing-us,40
instruction-at,40
instruction-book,16
instruction-booklet,17
instruction-books,40
instruction-for,40
instruction-just,40
instruction-manual,2
instruction-on,2
instruction-stickers,40
instruction-that,2
instructional-booklet,40
instructions-a,40
instructions-about,40
instructions-already,40
instructions-are,8
instructions-as,40
instructions-because,40
instructions-book,40
instructions-but,40
instructions-callouts,40
instructions-carefully,40
instructions-claim,40
instructions-could,40
instructions-did,40
instructions-for,2
instructions-front,40
instructions-in,2
instructions-included,40
instructions-indicate,40
instructions-is,40
instructions-it,40
instructions-leave,40
instructions-make,40
instructions-more,40
instructions-near,40
instructions-need,40
instructions-nonexistent,40
instructions-nor,40
instructions-on,28
instructions-online,40
instructions-or,2
instructions-provided,40
instructions-said,40
instructions-say,19
instructions-seem,40
instructions-sent,40
instructions-should,40
instructions-so,19
instructions-suggest,40
instructions-that,40
instructions-to,15
instructions-very,2
instructions-walk,40
instructions-was,40
instructions-were,3
instructions-which,21
instructions-with,40
instructions-word,40
instructions-you,15
instructs-to,40
instrumented-way,40
insufficient-lighting,40
insulating-jacket,40
insulation-being,40
insulation-was,40
insult-to,40
insulting-assumption,40
insurance-company,40
insurance-on,40
insure-a,40
insure-it,40
intact-on,40
integrate-with,40
integrated-with,40
integration-and,40
integration-aspect,40
integration-cannot,40
integration-fails,40
integration-has,40
integration-i,40
integration-is,27
integration-of,40
integration-or,2
integration-so,40
integration-suddenly,40
integration-this,40
integration-though,40
integration-through,40
integration-to,40
integration-was,40
integrity-with,40
intelligent-child,40
intelligent-people,40
intelligently-listened,40
intend-to,7
intended-and,40
intended-by,40
intended-for,40
intended-function,40
intended-purpose,40
intended-to,40
intended-use,40
intending-to,40
intense-headaches,40
intense-lightning,40
intensive-research,40
intention-of,40
interest-of,40
interest-with,40
interested-and,40
interesting-because,40
interesting-how,40
interesting-is,40
interesting-product,40
interesting-that,40
interesting-this,40
interface-and,40
interface-as,40
interface-basically,40
interface-because,40
interface-between,40
interface-design,40
interface-features,40
interface-i,2
interface-in,40
interface-is,10
interface-makes,40
interface-replaces,40
interface-to,40
interfere-when,40
interfere-with,40
interference-is,40
interference-than,40
interference-that,40
interferes-with,12
interim-message,40
interim-solution,40
interior-a,40
interior-adds,40
interior-after,40
interior-and,10
interior-any,40
interior-at,40
interior-before,40
interior-bulb,40
interior-but,40
interior-capacity,40
interior-cavity,40
interior-ceiling,40
interior-chamber,40
interior-color,40
interior-corner,40
interior-could,40
interior-dimension,40
interior-dimensions,15
interior-drop,40
interior-dry,40
interior-enamel,40
interior-especially,40
interior-far,40
interior-for,40
interior-height,40
interior-holds,40
interior-is,24
interior-it,40
interior-just,40
interior-larger,40
interior-light,5
interior-lighting,40
interior-liner,40
interior-makes,40
interior-making,40
interior-microwave,40
interior-might,40
interior-not,2
interior-of,15
interior-once,40
interior-or,40
interior-paint,15
interior-panel,40
interior-rarely,40
interior-really,40
interior-seemingly,40
interior-seems,40
interior-side,40
interior-size,23
interior-some,40
interior-space,40
interior-started,2
interior-starting,40
interior-surface,40
interior-than,40
interior-that,40
interior-though,40
interior-to,40
interior-unless,40
interior-very,40
interior-wall,40
interior-walls,40
interior-was,10
interior-well,40
interior-which,40
interior-width,15
interior-will,40
interior-with,15
interior-would,2
interiors-do,40
interiors-have,40
interiors-of,40
interlock-system,40
intermittent-and,40
intermittent-lighting,40
intermittent-short,40
intermittent-technique,40
intermittently-activated,40
intermittently-and,40
intermittently-just,40
intermittently-stops,40
intermittently-worked,40
intermittently-would,40
internal-and,40
internal-cavity,40
internal-components,40
internal-cooling,40
internal-dimensions,30
internal-fan,40
internal-fuse,40
internal-light,10
internal-measurements,40
internal-mechanism,40
internal-paint,40
internal-portion,40
internal-problem,40
internal-sensor,40
internal-size,40
internal-stryofoam,40
internals-are,40
international-consumer,40
internet-and,2
internet-company,40
internet-connection,15
internet-functions,40
internet-is,40
internet-or,40
internet-search,40
internet-server,40
internet-shows,40
internet-system,40
internet-when,2
interrupt-cooking,40
interrupt-it,40
interrupted-by,40
interrupted-since,40
interrupter-in,40
intervals-for,40
intervals-so,40
intervals-the,40
intervals-to,40
intervals-which,40
intervals-with,40
inteverted-technology,40
intimidated-by,40
into-a,2
into-account,15
into-all,40
into-an,2
into-another,10
into-any,2
into-at,40
into-boiling,40
into-buying,40
into-center,40
into-child,40
into-compartment,40
into-control,40
into-cook,40
into-cute,40
into-different,40
into-doing,40
into-extreme,40
into-flames,40
into-food,40
into-heating,40
into-her,15
into-how,40
into-it,10
into-its,40
into-kitchen,40
into-learning,40
into-lockdown,40
into-making,40
into-microwaving,40
into-my,5
into-obsolescence,40
into-one,12
into-our,16
into-outlets,40
into-ownership,40
into-owning,40
into-pieces,15
into-place,2
into-play,40
into-position,40
into-production,40
into-service,40
into-small,40
into-smaller,40
into-so,40
into-some,40
into-submission,40
into-temporary,40
into-the,1
into-thinking,40
into-this,15
into-tiny,40
into-toxic,40
into-trucks,40
into-us,40
into-use,40
into-using,40
into-what,40
into-your,2
intrigued-me,40
intrigued-so,40
intuitive-and,14
intuitive-as,40
intuitive-but,23
intuitive-buttons,40
intuitive-controls,40
intuitive-design,40
intuitive-despite,40
intuitive-for,40
intuitive-interface,40
intuitive-layout,40
intuitive-point,40
intuitive-than,40
intuitive-to,4
intuitive-touch,40
intuitively-designed,40
invalid-brand,40
invariably-come,40
invented-for,40
invention-ever,40
inventive-additions,40
inversion-feature,40
inversion-heat,40
inverted-directly,40
inverted-heating,40
inverter-also,40
inverter-and,2
inverter-auto,40
inverter-circuitry,40
inverter-cooks,40
inverter-defrost,40
inverter-difference,40
inverter-failures,40
inverter-for,40
inverter-heating,40
inverter-is,40
inverter-microwave,9
inverter-microwaves,12
inverter-or,40
inverter-ovens,40
inverter-power,40
inverter-stopped,40
inverter-style,40
inverter-tech,40
inverter-technology,29
inverter-that,40
inverter-turbo,40
inverter-type,2
inverter-was,2
inverter-you,40
inverters-are,40
invest-a,40
invest-at,40
invest-in,40
invest-money,40
invested-in,40
invested-so,40
investigated-all,40
investigating-a,40
investing-in,40
investment-in,40
invisible-gray,40
invisible-microwave,40
invisible-numbers,40
invitation-font,40
involved-in,40
involved-is,40
involves-an,40
inward-to,40
iot-when,40
ir-para,40
ironically-was,40
irregular-problem,40
irrespective-of,40
irritant-than,40
irritated-me,40
irritates-me,40
irritating-and,2
irritating-enough,40
irritating-fault,40
irritating-for,2
irritating-hum,40
irritating-once,40
irritating-reminder,40
irritating-than,40
irritating-to,40
irritation-not,40
irritation-of,40
is-a,16
is-about,9
is-absolutely,40
is-absorbing,40
is-abysmal,40
is-acceptable,40
is-accurate,40
is-actual,40
is-actually,10
is-adequate,40
is-adjusted,40
is-advertised,21
is-affecting,40
is-affixed,40
is-affordably,40
is-after,12
is-aligned,40
is-all,25
is-almost,12
is-alone,40
is-already,29
is-also,12
is-aluminum,40
is-always,21
is-am,40
is-amazing,40
is-among,40
is-an,4
is-and,17
is-anger,40
is-annoying,10
is-another,7
is-any,40
is-anything,40
is-apparently,40
is-applied,40
is-approx,2
is-approximately,40
is-arcing,40
is-as,12
is-asethetically,40
is-associated,40
is-at,16
is-attractive,31
is-automatic,40
is-avalble,40
is-average,40
is-awesome,30
is-awful,40
is-back,15
is-backwards,40
is-badly,40
is-banged,40
is-bare,40
is-barely,40
is-based,19
is-basic,40
is-basically,19
is-beautiful,40
is-because,33
is-beginng,40
is-being,10
is-bent,40
is-best,2
is-better,15
is-beyond,21
is-big,33
is-bigger,40
is-black,5
is-blind,40
is-boiling,40
is-bothersome,40
is-brand,40
is-bright,32
is-broken,35
is-bubbled,40
is-bubbling,40
is-buggy,40
is-built,40
is-bulletproof,40
is-burning,21
is-burnt,40
is-but,15
is-buzz,40
is-by,40
is-called,12
is-cannot,40
is-catching,40
is-causing,2
is-caved,40
is-certainly,40
is-cheap,40
is-cheaper,2
is-cheapest,2
is-chilly,40
is-chipping,40
is-chosen,40
is-clean,2
is-clear,12
is-clearly,10
is-close,40
is-closed,12
is-clunky,40
is-coated,40
is-cold,15
is-coming,7
is-common,12
is-compact,40
is-comparable,40
is-compared,40
is-comparing,40
is-complete,2
is-completed,40
is-completely,40
is-concerned,2
is-concerning,2
is-condensation,40
is-confusing,40
is-connected,12
is-considerably,40
is-considered,40
is-consistently,40
is-constructed,40
is-continually,40
is-convection,40
is-convenient,40
is-convertible,40
is-cooked,40
is-cooking,2
is-cool,40
is-correct,40
is-costing,40
is-covered,2
is-cracked,40
is-crap,40
is-crazy,40
is-created,40
is-creating,40
is-crispy,40
is-crummy,40
is-currently,40
is-cute,19
is-damaged,2
is-dangerous,40
is-dark,19
is-daunting,40
is-dead,40
is-decent,21
is-decently,2
is-defective,34
is-definately,40
is-definitely,3
is-defrosted,40
is-delivering,40
is-dented,2
is-described,40
is-designed,12
is-different,10
is-difficult,4
is-dim,40
is-directly,40
is-disappoijting,40
is-disappointing,40
is-disgusting,40
is-disintegrating,40
is-disorienting,40
is-does,40
is-doing,40
is-done,14
is-downright,40
is-dragging,40
is-dreadful,40
is-dripping,40
is-driving,40
is-due,40
is-dumb,40
is-easier,40
is-easily,12
is-easy,33
is-ecstatic,40
is-effective,2
is-effectively,40
is-efficient,40
is-either,30
is-elderly,40
is-elegant,40
is-empty,40
is-enabled,40
is-enclosed,40
is-engineering,40
is-enough,19
is-entirely,40
is-equipped,40
is-especially,40
is-essentially,40
is-even,28
is-evenly,40
is-everything,40
is-exact,40
is-exactly,12
is-exaggerated,40
is-excellant,40
is-excellent,21
is-exceptional,40
is-expected,40
is-expensive,40
is-explained,40
is-exquisite,40
is-extra,40
is-extraordinarily,40
is-extremely,19
is-fabulous,40
is-failed,40
is-failing,40
is-fair,40
is-fairly,19
is-false,40
is-fantastic,40
is-far,15
is-fast,40
is-faulty,40
is-fifty,40
is-filled,40
is-fine,18
is-fingerprint,40
is-finished,23
is-fixed,40
is-flagship,40
is-flaking,40
is-flaky,2
is-flame,40
is-flashing,40
is-flat,40
is-flimsy,40
is-food,40
is-for,12
is-forgotten,40
is-fried,2
is-from,12
is-frustrating,2
is-fully,2
is-functional,2
is-functioning,40
is-garbage,40
is-generally,2
is-gentle,40
is-getting,21
is-ghostly,40
is-giving,40
is-go,40
is-going,5
is-golden,40
is-gone,40
is-good,21
is-gray,40
is-grayish,40
is-great,30
is-green,2
is-grey,40
is-grinding,40
is-gun,40
is-handy,40
is-happening,12
is-happy,40
is-hard,18
is-harder,40
is-harshly,40
is-has,40
is-having,15
is-heading,40
is-heat,15
is-heated,2
is-heating,40
is-heavier,40
is-heavy,40
is-hefty,40
is-held,40
is-helpful,40
is-hidden,40
is-high,15
is-higher,40
is-hit,40
is-hitting,15
is-holding,26
is-honorable,40
is-horrible,40
is-horribly,40
is-horrific,40
is-hot,19
is-hotter,40
is-housed,40
is-how,2
is-huge,15
is-hugely,40
is-i,16
is-ideal,40
is-identical,40
is-if,2
is-immediately,40
is-impatient,40
is-important,12
is-impossible,21
is-impressive,40
is-in,5
is-inaccurate,40
is-inadequate,40
is-incandescent,40
is-included,40
is-inconsistent,40
is-inconvenient,40
is-incredible,40
is-incredibly,15
is-inexcusable,40
is-inexpensive,40
is-ingrained,40
is-insane,40
is-inside,2
is-installed,40
is-intact,40
is-integrated,40
is-intelligent,40
is-intended,40
is-interrupted,40
is-intuitive,40
is-involved,40
is-is,10
is-it,17
is-its,12
is-jerky,40
is-junk,40
is-just,7
is-kaput,40
is-keep,40
is-kind,21
is-kinda,12
is-labyrinthine,40
is-lacking,40
is-laid,2
is-large,31
is-larger,40
is-latched,40
is-leaking,40
is-left,40
is-less,14
is-letting,40
is-lifted,40
is-lifting,40
is-light,16
is-lighted,40
is-lighter,40
is-lightweight,2
is-like,17
is-liked,40
is-likely,15
is-limited,23
is-liquids,40
is-listed,40
is-litteraly,40
is-little,40
is-living,40
is-located,40
is-long,40
is-longer,2
is-longevity,40
is-looking,40
is-looks,12
is-loose,40
is-lost,40
is-loud,6
is-louder,16
is-lousy,40
is-low,4
is-lower,12
is-lowered,40
is-made,21
is-magic,40
is-magical,40
is-mainly,40
is-making,21
is-malfunctioning,40
is-managed,40
is-marketed,40
is-massive,7
is-matte,40
is-maybe,40
is-meant,40
is-mediocre,40
is-meh,40
is-melted,40
is-melting,40
is-mentioned,40
is-messed,40
is-metal,40
is-microwaving,40
is-middle,40
is-mighty,40
is-minimal,40
is-minimally,40
is-mirrored,12
is-misclassified,40
is-misleading,40
is-missing,2
is-moist,40
is-moisture,40
is-more,16
is-most,40
is-mostly,30
is-motion,40
is-mounted,40
is-mouser,40
is-moving,40
is-much,22
is-my,11
is-nearly,23
is-neatly,40
is-necessary,12
is-needed,40
is-needlessly,40
is-neither,40
is-never,40
is-new,2
is-nice,23
is-nicer,40
is-no,9
is-noisier,2
is-noisy,26
is-nominally,40
is-non,2
is-none,40
is-nonexistant,40
is-nonfunctional,40
is-normal,15
is-not,7
is-nothing,25
is-noticeable,40
is-noticeably,2
is-now,22
is-nowhere,40
is-obnoxious,40
is-observable,40
is-obvious,40
is-obviously,15
is-occasionally,40
is-of,2
is-off,21
is-offered,2
is-often,15
is-ok,17
is-okay,7
is-old,40
is-on,2
is-one,14
is-ongoing,40
is-only,3
is-opaque,40
is-open,16
is-opened,8
is-opposite,40
is-or,40
is-otherwise,2
is-our,12
is-out,33
is-outside,40
is-outstanding,40
is-oven,40
is-over,2
is-overall,40
is-overheated,40
is-overly,40
is-oversized,40
is-painted,2
is-paralyzed,40
is-paramount,40
is-part,40
is-particularly,40
is-past,40
is-paying,40
is-pe,40
is-pealing,2
is-peeling,28
is-perfect,36
is-perfection,40
is-perfectly,40
is-performing,40
is-perhaps,40
is-piercing,40
is-placed,12
is-plain,40
is-plastic,40
is-plasticlooking,40
is-plenty,40
is-plug,2
is-plugged,40
is-plus,40
is-poor,12
is-poorly,2
is-popped,40
is-popping,40
is-possible,2
is-possibly,40
is-potentially,40
is-powerful,25
is-practically,40
is-precious,40
is-preferable,40
is-present,40
is-pressed,2
is-pretend,40
is-pretty,26
is-price,40
is-primarily,40
is-printed,40
is-probably,13
is-problem,40
is-produced,40
is-promised,40
is-prone,40
is-properly,40
is-proud,40
is-providing,40
is-pulling,40
is-pure,40
is-purely,40
is-pushed,40
is-put,40
is-quality,2
is-questionable,40
is-quick,40
is-quiet,29
is-quieter,31
is-quite,20
is-rare,40
is-rarely,40
is-rated,40
is-rather,32
is-ready,19
is-real,19
is-really,9
is-realtivly,40
is-recommended,40
is-red,40
is-refusing,40
is-reheating,40
is-relative,40
is-relatively,19
is-reliably,40
is-remarkably,40
is-removable,40
is-removal,40
is-renting,40
is-repairable,40
is-replacing,21
is-required,2
is-resolved,40
is-responding,40
is-responsive,40
is-resting,40
is-restricted,40
is-reusing,40
is-rickety,40
is-ridiculous,28
is-right,16
is-ripped,40
is-room,40
is-roomy,40
is-rotating,40
is-rubbing,40
is-run,40
is-running,4
is-runs,40
is-rusting,40
is-s,40
is-safe,40
is-sagging,40
is-same,40
is-saying,40
is-says,40
is-scared,40
is-scraped,40
is-screaming,40
is-sealed,40
is-seated,40
is-secured,40
is-seems,40
is-selected,15
is-sending,12
is-separated,40
is-set,7
is-shaded,40
is-shallow,40
is-shared,40
is-sharp,2
is-sheer,40
is-shining,40
is-shiny,40
is-shorter,40
is-shorting,40
is-shot,40
is-shoved,40
is-showing,40
is-shown,40
is-shrieky,40
is-shut,40
is-significantly,19
is-similar,12
is-simple,28
is-simply,40
is-since,2
is-single,40
is-sitting,40
is-six,40
is-sizeable,40
is-sleek,26
is-sleeping,19
is-slighly,40
is-slightly,35
is-sloshing,40
is-slow,40
is-slower,40
is-small,14
is-smaller,31
is-smart,40
is-smashed,40
is-smoke,40
is-smooth,2
is-so,3
is-sold,40
is-solid,12
is-solved,40
is-some,25
is-something,17
is-somethings,40
is-somewhat,23
is-sooo,40
is-sort,2
is-sorta,40
is-sound,40
is-spacious,40
is-sparked,40
is-spinning,40
is-spot,40
is-spotty,40
is-squeaky,40
is-stainless,15
is-standard,2
is-standing,40
is-started,40
is-starting,17
is-startling,40
is-stated,40
is-static,40
is-steam,40
is-steel,40
is-sticking,40
is-stiff,40
is-still,8
is-stopped,40
is-stove,40
is-straight,40
is-strong,40
is-struggling,40
is-stunning,40
is-stupid,2
is-styrofoam,40
is-subject,40
is-substandard,40
is-such,19
is-sufficient,15
is-sufficiently,40
is-super,3
is-superior,40
is-suppose,2
is-supposed,2
is-surprisingly,40
is-taken,40
is-takes,40
is-taking,40
is-tall,40
is-taller,40
is-taped,40
is-temperamental,40
is-ten,40
is-terrible,40
is-terrific,12
is-that,18
is-the,7
is-their,2
is-then,40
is-there,10
is-they,15
is-thick,40
is-thin,40
is-thinking,40
is-this,12
is-thrilled,40
is-throughout,40
is-tht,40
is-time,2
is-tinny,40
is-tiny,21
is-to,11
is-too,8
is-top,2
is-torn,40
is-torture,40
is-total,40
is-totally,15
is-touching,40
is-tough,40
is-trial,40
is-tricky,40
is-true,40
is-trying,2
is-turned,40
is-turning,40
is-two,40
is-u,40
is-ugly,40
is-unable,2
is-unacceptable,40
is-unavailable,40
is-unbearable,40
is-under,10
is-underneath,40
is-uneven,40
is-unevenly,40
is-unfortunate,40
is-uniformly,40
is-unless,40
is-unpluged,40
is-unreasonably,40
is-unreliable,40
is-unresponsive,40
is-until,2
is-unusable,40
is-unusual,40
is-up,31
is-used,19
is-useles,40
is-useless,15
is-user,40
is-using,40
is-usually,40
is-utter,40
is-utterly,2
is-verrrrrrrrrrrrrrrry,40
is-very,9
is-via,40
is-vibrating,40
is-visible,2
is-visually,2
is-vulnerable,40
is-waiting,40
is-want,12
is-warm,40
is-warmer,40
is-warming,40
is-wavering,40
is-way,6
is-we,40
is-weird,2
is-well,34
is-what,3
is-when,3
is-where,2
is-white,40
is-why,6
is-will,40
is-willy,40
is-with,15
is-without,40
is-wobbily,40
is-wobbly,40
is-woefully,40
is-wonderful,30
is-wondering,40
is-workable,40
is-working,14
is-worse,40
is-worth,40
is-worthless,15
is-worthy,40
is-would,40
is-written,15
is-wrong,33
is-yet,40
is-you,21
is-your,10
isalready-starting,40
ish-years,40
island-and,40
island-cabinet,40
island-shelf,40
isnt-a,12
isnt-even,40
isnt-for,40
isnt-running,40
isnt-the,23
isnt-very,12
isolated-incident,40
isolated-one,40
issue-a,40
issue-across,40
issue-again,40
issue-and,19
issue-at,40
issue-before,40
issue-began,40
issue-but,2
issue-by,40
issue-developing,40
issue-entirely,40
issue-for,31
issue-from,40
issue-has,40
issue-have,40
issue-in,15
issue-is,6
issue-it,40
issue-like,40
issue-maybe,40
issue-never,40
issue-not,2
issue-on,2
issue-or,40
